,product_uid,material
66022,102685.0,Rubber
66043,102686.0,Plastic
66163,102691.0,Steel
66188,102692.0,Composite
66276,102695.0,Steel
66346,102698.0,Wood
66482,102702.0,Carbon Steel
66569,102706.0,Manufactured from certified Environmentally Preferred laminated particle panels.
66659,102710.0,Vitreous China
66712,102712.0,Steel
66748,102714.0,Plastic
66803,102716.0,Olefin
66824,102717.0,Laminate
66841,102718.0,Wood
66905,102720.0,PVC
66930,102721.0,Steel
67015,102724.0,Steel
67031,102725.0,Wood
67084,102729.0,Brass
67105,102730.0,Metal
67124,102731.0,"30% diisononyl phthalate, 28% PVC, 25% calcium carbonate, 17% polyester"
67338,102740.0,Aluminum
67387,102742.0,Steel
67509,102747.0,Steel
67675,102752.0,Plastic
67692,102753.0,Vinyl
67861,102761.0,water
67940,102764.0,Wood
67957,102765.0,Metal
68002,102767.0,Resin
68060,102769.0,Wood
68078,102770.0,Composite
68108,102772.0,Steel
68163,102775.0,Copper
68278,102780.0,Aluminum
68450,102787.0,Resin
68812,102800.0,Ceramic
68875,102803.0,Plastic
68979,102807.0,Metal
69033,102809.0,Wood
69074,102811.0,Metal
69201,102815.0,Vinyl
69234,102816.0,Acrylic
69349,102821.0,Vinyl
69400,102823.0,Glass
69481,102827.0,"MDF,PB"
69526,102829.0,Metal
69680,102837.0,Steel
69866,102844.0,Wood
70040,102850.0,Steel
70108,102852.0,Steel
70230,102857.0,Plastic
70248,102858.0,Fibre Reinforced Polymer (FRP)
70300,102861.0,PVC
70417,102864.0,Steel
70435,102865.0,Metal
70559,102870.0,Plastic
70602,102872.0,Fiberglass
70677,102874.0,Wood
70723,102876.0,"MDF,PB"
70752,102877.0,Vinyl
70868,102882.0,Steel
70928,102885.0,Concrete
71021,102888.0,Fiberglass
71073,102889.0,Metal
71115,102890.0,Steel
71237,102894.0,Steel
71264,102895.0,Wood
71284,102896.0,100% post-industrial recycled synthetic fibers with a non-skid rubber backing
71385,102900.0,Fiberglass
71451,102903.0,Vinyl
71499,102905.0,Metal
71571,102908.0,Bamboo
71632,102910.0,Plastic
71672,102912.0,Plastic
71709,102914.0,Steel
71773,102916.0,Steel
71807,102917.0,Vitreous China
72018,102925.0,Vinyl
72106,102928.0,Wood
72197,102931.0,PVC
72313,102934.0,Bamboo
72374,102937.0,Resin
72398,102938.0,Vinyl
72422,102939.0,Wood
72447,102940.0,Polyester
72598,102946.0,Steel
72719,102950.0,Steel
72734,102951.0,Galvanized Steel
72781,102953.0,Medium Density Fiberboard (MDF)
72952,102960.0,Vitreous China
73067,102965.0,Vinyl
73101,102966.0,Manufactured from certified Environmentally Preferred laminated particle panels
73433,102977.0,Polyester
73450,102978.0,Polypropylene
73473,102979.0,Wood
73505,102980.0,Vinyl
73531,102981.0,Steel
73594,102984.0,Metal
73683,102987.0,Wood
73745,102989.0,Other
73766,102990.0,PVC
73815,102993.0,Polycarbonate
73938,102998.0,Steel
74030,103001.0,Wood
74166,103006.0,Manufactured from CARB2 compliant laminated particle panels
74196,103007.0,Plastic
74257,103009.0,Steel
74282,103010.0,Aluminum
74305,103011.0,Aluminum
74333,103012.0,Wood
74602,103021.0,Vinyl
74623,103022.0,Plastic
74678,103024.0,Vinyl
74722,103026.0,Composite
74744,103027.0,Vinyl
74835,103030.0,Concrete
74861,103031.0,Laminated Particle Board
74890,103032.0,Wood
74910,103033.0,Steel
74932,103034.0,Fiberglass
75034,103038.0,Metal
75045,103039.0,Wood
75067,103040.0,Other
75128,103043.0,Vitreous China
75157,103044.0,Manufactured from laminated particle board
75173,103045.0,Acrylic
75218,103047.0,Plastic
75308,103050.0,Metal
75403,103054.0,Steel
75421,103055.0,Zinc
75503,103059.0,Wood
75591,103063.0,Steel
75791,103072.0,Concrete
75809,103073.0,Steel
75897,103076.0,Vinyl
75916,103077.0,Plastic
75943,103078.0,Vitreous China
75967,103079.0,Polyester
75986,103080.0,Plastic
76007,103081.0,Metal
76084,103084.0,Laminated Particle Board
76105,103085.0,Steel
76383,103097.0,Stainless Steel
76499,103102.0,Plastic
76560,103104.0,High Density Fiberboard (HDF)
76600,103106.0,Resin
76656,103108.0,Wood
76675,103109.0,Fiberglass
76705,103110.0,Steel
76841,103117.0,Wood
76858,103118.0,Concrete
77047,103126.0,Aluminum
77236,103131.0,Wood
77302,103134.0,Steel
77319,103135.0,Vinyl
77390,103139.0,Steel
77415,103140.0,Plastic
77471,103143.0,Polyester
77535,103145.0,Aluminum
77556,103146.0,Laminate
77702,103153.0,Wood
77764,103155.0,Laminate
77852,103159.0,Medium Density Fiberboard (MDF)
77889,103160.0,wood
77923,103161.0,Stainless Steel
77968,103163.0,Nylon
78038,103166.0,Plastic
78289,103177.0,Fiberglass
78392,103181.0,Wood
78411,103182.0,Galvanized Steel
78427,103183.0,Plastic
78449,103184.0,Foam
78477,103185.0,Composite
78622,103190.0,Polypropylene
78813,103197.0,Vitreous China
79050,103205.0,Concrete
79094,103206.0,Wood
79148,103208.0,Steel
79149,103208.0,Other
79207,103210.0,"MDF, Steel"
79208,103210.0,Other
79276,103213.0,Plastic
79326,103215.0,Fabric
79349,103216.0,Plastic
79402,103219.0,Plastic
79423,103220.0,"Metal, MDF w/ Veneer, Rattan"
79497,103223.0,Steel
79512,103224.0,Plastic
79603,103228.0,Laminate
79618,103229.0,Aluminum
79670,103231.0,Other
79714,103233.0,Plastic
79769,103235.0,Vitreous China
79791,103236.0,Fiberglass
79951,103242.0,Composite
80015,103245.0,Foam
80034,103246.0,Zinc
80087,103248.0,Fabric
80130,103250.0,Steel
80168,103253.0,Acrylonitrile Butadiene Styrene (ABS)
80169,103253.0,ABS Plastic
80238,103256.0,Steel
80348,103260.0,Steel
80373,103261.0,Laminate
80428,103264.0,Steel
80512,103268.0,Steel
80534,103269.0,Steel
80557,103270.0,Wood
80609,103272.0,Other
80731,103277.0,Wood
80817,103280.0,Aluminum
80901,103283.0,Other
80964,103286.0,Steel
81024,103288.0,Vinyl
81182,103294.0,Nylon
81373,103302.0,Metal
81419,103305.0,Steel
81456,103307.0,Plastic
81476,103308.0,Iron
81546,103310.0,Steel
81653,103313.0,Steel
81671,103314.0,Bamboo
81703,103316.0,Nylon
81787,103320.0,Acrylic
81822,103322.0,Plastic
81843,103323.0,Wood
82008,103329.0,Plastic
82025,103330.0,Breathable Polyethylene
82097,103332.0,Wood
82260,103338.0,Composite
82288,103339.0,Composite
82372,103342.0,Metal
82597,103352.0,Composite
82660,103355.0,Steel
82759,103359.0,Polypropylene
82988,103369.0,Metal
83034,103371.0,Plastic
83089,103374.0,Acrylic
83159,103376.0,Solid Brass
83184,103377.0,Wrought Iron
83221,103379.0,Steel
83307,103382.0,Aluminum
83367,103385.0,Laminate
83419,103387.0,LAMINATED PARTICLE BOARD
83478,103390.0,Steel
83551,103393.0,Nylon
83639,103396.0,Steel
83785,103402.0,Steel
83803,103403.0,PVC
83829,103404.0,Wood
83882,103407.0,Brass/Porcelain
83901,103408.0,Steel
83921,103409.0,Steel
83943,103410.0,Steel
84086,103415.0,Plastic
84121,103416.0,Metal
84143,103417.0,Steel
84225,103421.0,Steel
84259,103423.0,Plastic
84281,103424.0,Cast Iron
84457,103431.0,Other
84458,103431.0,Polyester
84567,103436.0,Steel
84603,103437.0,Wood
84713,103441.0,Steel
84742,103442.0,Composite
84760,103443.0,Nylon
84783,103444.0,Steel
84844,103446.0,Wood
84876,103447.0,Vinyl
84909,103448.0,Glass
85038,103452.0,High Density Fiberboard (HDF)
85063,103453.0,Ceramic
85149,103456.0,Wood
85168,103457.0,Other
85169,103457.0,Plastic
85207,103458.0,Fiberglass
85357,103465.0,Aluminum
85380,103466.0,Composite
85438,103468.0,Composite
85613,103473.0,Other
85693,103476.0,Steel
85721,103477.0,Stainless Steel
85916,103485.0,Plastic
85933,103486.0,Aluminum
86333,103503.0,Nylon
86430,103509.0,MDF / Composite Wood
86450,103511.0,Polymer
86472,103512.0,Laminate
86546,103515.0,Wood
86570,103516.0,Metal
86813,103533.0,Plastic
86886,103536.0,Brass
86992,103545.0,Galvanized Steel
87013,103546.0,Vinyl
87036,103547.0,Metal
87177,103558.0,Metal
87195,103560.0,Composite
87312,103567.0,Wood
87464,103580.0,Stainless Steel
87546,103590.0,Plastic
87602,103593.0,Other
87620,103594.0,Metal
87644,103596.0,Metal
87698,103599.0,PVC
87718,103600.0,Alloy
87749,103601.0,Other
87832,103605.0,Nylon
87964,103610.0,Resin
87991,103611.0,Steel
88088,103618.0,Galvanized Steel
88143,103621.0,Galvanized Steel
88281,103628.0,Solid Brass
88314,103629.0,Steel
88361,103632.0,PVC
88422,103635.0,Steel
88482,103640.0,Plastic
88501,103641.0,PVC
88649,103653.0,Vinyl
88761,103660.0,Cast Iron
88811,103664.0,PVC
88836,103668.0,Steel
88915,103671.0,Concrete
88945,103674.0,Laminate
89014,103678.0,Polypropylene
89042,103679.0,Steel
89055,103681.0,Polyethylene
89081,103682.0,Resin
89102,103683.0,Wood
89142,103686.0,Composite
89218,103691.0,Particle Board
89249,103692.0,Wood
89285,103697.0,Metal
89412,103704.0,Stainless Steel
89436,103705.0,Composite
89492,103708.0,Mortar
89794,103731.0,Steel
90138,103760.0,Vinyl
90298,103766.0,Thermoplastic
90511,103779.0,Thermoplastic
90534,103781.0,Rubber
90555,103783.0,Polyurethane
90581,103786.0,PVC
90665,103793.0,Fiberboard
90694,103794.0,Steel
90774,103806.0,Steel
90799,103807.0,Fiberboard
90833,103808.0,Composite
90864,103812.0,Other
90927,103817.0,Brass
90945,103819.0,Metal
90997,103823.0,PVC
91017,103829.0,Wire
91115,103836.0,Metal
91190,103841.0,Thermoplastic
91350,103850.0,Metal
91390,103853.0,Plastic
91430,103855.0,Fabric
91501,103858.0,Cast Iron
91575,103863.0,Vinyl
91768,103872.0,Galvanized Steel
92007,103887.0,Solid Brass
92086,103889.0,PVC
92111,103892.0,Metal
92203,103901.0,Concrete
92365,103913.0,Other
92382,103915.0,Polyester
92397,103918.0,Medium Density Fiberboard (MDF)
92528,103927.0,Laminate
92560,103931.0,Wood
92604,103933.0,Stainless Steel
92652,103938.0,Various
92709,103946.0,Cloth
92842,103957.0,Fiberglass
92882,103960.0,Steel
92988,103972.0,Wood
93079,103979.0,Steel
93199,103987.0,Thermoplastic
93265,103992.0,"Faux Marble Paper Veneer, Metal, Fabric"
93311,103993.0,Metal
93708,104017.0,Solid Brass
93733,104019.0,Melamine
93814,104024.0,Steel
93893,104028.0,Wood
93965,104033.0,Composite
94067,104041.0,Steel
94093,104046.0,Metal
94238,104054.0,Steel
94320,104064.0,Brass
94390,104069.0,Metal
94533,104075.0,Aluminum
94614,104079.0,Galvanized Steel
94787,104090.0,Polyethelyne
94837,104092.0,Steel
94885,104096.0,Other
95300,104125.0,Concrete
95461,104138.0,Vinyl
95602,104159.0,Polycarbonate
95648,104162.0,Metal
95686,104164.0,Other
95739,104166.0,Wood
95759,104169.0,Steel
95790,104172.0,Wood
95824,104175.0,Steel
95860,104177.0,Laminate
95886,104178.0,Plastic
95907,104182.0,Rubber
95931,104183.0,Metal
96038,104189.0,Glass
96057,104190.0,Metal
96143,104199.0,Galvanized Steel
96223,104203.0,Vinyl
96276,104212.0,Steel
96375,104219.0,Steel
96441,104227.0,Galvanized Steel
96475,104229.0,Vinyl
96588,104240.0,Steel
96628,104242.0,100% post industrial recycled synthetic fibers with all natural rubber
96685,104249.0,Composite
96764,104260.0,Metal
96823,104263.0,Composite
96875,104267.0,Vinyl
96891,104268.0,Brass
96913,104270.0,Plastic
96996,104279.0,Steel
97044,104285.0,Metal
97061,104286.0,Polyethylene
97160,104296.0,Brass
97264,104302.0,Wood
97306,104305.0,Resin
97347,104309.0,Cedar
97451,104315.0,Metal
97519,104320.0,Galvanized Steel
97546,104321.0,Brass
97599,104327.0,Plastic
97622,104329.0,Metal
97644,104331.0,PVC
97699,104333.0,PVC
97726,104338.0,Composite
97739,104340.0,Resin
97900,104348.0,Solid Brass
97934,104350.0,Wood
97980,104352.0,PVC
98038,104356.0,Polyurethane
98113,104360.0,Wood
98130,104364.0,Vinyl
98192,104373.0,Aluminum
98281,104377.0,Glass
98330,104380.0,Wood
98391,104384.0,Wood
98525,104399.0,Wood
98681,104408.0,Polyethylene
98715,104411.0,Particle Board
98789,104414.0,PVC
98821,104417.0,Stainless steel
98822,104417.0,Stainless Steel
98839,104418.0,Brass
98872,104420.0,Rubber
99030,104431.0,Metal
99067,104433.0,Iron
99318,104450.0,Wood
99398,104454.0,Stainless Steel
99612,104469.0,Metal
99623,104470.0,Wood
99647,104472.0,Wood
99698,104477.0,Metal
99853,104483.0,Wood
99888,104486.0,Wood
99956,104497.0,PVC
100016,104500.0,Metal
100036,104502.0,PVC
100060,104503.0,Vinyl
100131,104507.0,Nylon
100154,104508.0,Galvanized Steel
100241,104513.0,Vinyl
100274,104517.0,Steel
100289,104518.0,Galvanized Steel
100307,104521.0,Steel
100419,104527.0,Polymer
100467,104532.0,Plastic
100489,104534.0,Polyethylene
100526,104535.0,Vinyl
100568,104538.0,Metal
100678,104542.0,Steel
100707,104545.0,Vitreous China
100776,104547.0,Metal
100792,104553.0,Wood
100901,104565.0,Steel
101008,104568.0,"nylon, metal"
101223,104591.0,Plastic
101260,104594.0,Metal
101287,104595.0,Stainless Steel
101416,104612.0,Faux wood
101561,104631.0,Fibre Reinforced Polymer (FRP)
101593,104632.0,PVC
101615,104635.0,PVC
101663,104638.0,Vinyl
101685,104639.0,Plastic
101808,104645.0,Metal
102111,104668.0,Plastic
102286,104681.0,Steel
102287,104681.0,Other
102411,104688.0,Metal
102446,104689.0,Stainless Steel
102645,104702.0,Vinyl
102673,104703.0,Acrylic
102900,104720.0,Galvanized Steel
103040,104738.0,Steel
103058,104741.0,Plastic
103118,104746.0,Wood
103133,104750.0,Plastic
103296,104758.0,Wood
103604,104774.0,Cedar
103703,104781.0,Metal
103826,104792.0,Plastic
103843,104793.0,Metal
103893,104795.0,Wood
104133,104812.0,Vinyl
104147,104815.0,Galvanized Steel
104255,104824.0,Manufactured from certified Environmentally Preferred laminated particle panels
104351,104830.0,Wood
104462,104836.0,Cedar
104664,104849.0,Granite
104683,104850.0,Vinyl
104707,104851.0,Laminate
104830,104857.0,Steel
104948,104863.0,Wood
104965,104865.0,Porcelain-Coated Steel
105044,104872.0,Multi-Surface
105081,104881.0,Cement
105101,104884.0,Aluminum
105204,104891.0,Brass
105237,104892.0,Steel
105251,104894.0,Steel
105368,104901.0,Constructed of Composite Board and highly durable PVC laminate
105559,104916.0,Plastic
105577,104917.0,Brass
105594,104919.0,Galvanized Steel
105617,104923.0,Metal
105695,104926.0,Composite
105722,104927.0,Fabric
105815,104935.0,Galvanized Steel
105832,104937.0,430 stainless steel
105962,104944.0,Metal
106006,104948.0,Wood
106104,104954.0,Metal
106161,104956.0,Steel
106186,104957.0,Composite
106187,104957.0,Compression Molded Fiberglas and Resin
106289,104964.0,Aluminum
106303,104965.0,Aluminum
106451,104970.0,Metal
106470,104972.0,Copper and Plastic
106623,104992.0,Plastic
106815,105008.0,Wood
107023,105020.0,Steel
107229,105034.0,Stainless Steel
107431,105045.0,Copper
107567,105054.0,Metal
107590,105055.0,Vinyl
107644,105058.0,Galvanized Steel
107763,105065.0,PVC
107788,105067.0,PVC
107828,105069.0,Galvanized Steel
107859,105071.0,Plastic
107998,105081.0,Steel
108084,105087.0,Quartz
108170,105091.0,Aluminum
108181,105092.0,Metal
108200,105094.0,Metal. Plastic
108220,105096.0,Medium Density Fiberboard (MDF)
108245,105097.0,Metal
108289,105103.0,Composite
108306,105104.0,Sainless Steel
108322,105106.0,Steel
108444,105115.0,Plastic
108463,105120.0,PVC
108492,105122.0,Metal
108548,105124.0,Plastic
108604,105130.0,PVC
108838,105150.0,porcelain enamel
108856,105151.0,PVC
108896,105154.0,Plastic
108939,105157.0,Fibre Reinforced Polymer (FRP)
109012,105160.0,Brass
109055,105162.0,Plastic
109079,105163.0,Vinyl
109159,105167.0,Metal
109180,105170.0,Vinyl
109235,105175.0,Steel
109249,105178.0,Cedar
109376,105185.0,Plastic
109413,105192.0,Steel
109498,105206.0,Plastic
109586,105209.0,Polycarbonate ABS
109890,105231.0,Wood
109942,105238.0,Plastic
110040,105245.0,Polyester
110119,105252.0,Wood
110140,105253.0,Metal
110164,105254.0,Plastic
110312,105267.0,Vinyl
110340,105268.0,Fibre Reinforced Polymer (FRP)
110458,105275.0,rubber
110509,105278.0,Laminate
110847,105303.0,Wood
110928,105308.0,Brass
111155,105324.0,Wood
111187,105325.0,Stainless Steel
111219,105329.0,Wood
111230,105330.0,Wood
111261,105331.0,PVC
111288,105333.0,Rubber
111348,105336.0,Vinyl
111388,105340.0,Laminate
111406,105341.0,Medium Density Fiberboard (MDF)
111455,105345.0,Steel
111526,105348.0,Steel
111554,105349.0,Steel
111569,105352.0,Steel
111589,105353.0,Steel
111620,105361.0,Plastic
111695,105368.0,Steel
111741,105370.0,Aluminum
111759,105372.0,Wood
111782,105376.0,Plastic
111862,105383.0,Steel
111911,105384.0,Steel
111959,105387.0,Nylon
112009,105389.0,Steel
112027,105390.0,Brass
112064,105392.0,Laminate
112077,105393.0,Rubber
112095,105397.0,Vinyl
112148,105400.0,Solid Brass
112408,105414.0,Stainless Steel
112451,105419.0,Metal
112588,105431.0,Brass
112679,105442.0,Wood
112699,105444.0,Steel w/ Plastic
112700,105444.0,Metal
112761,105446.0,Steel
112877,105451.0,Stainless Steel
113034,105469.0,Concrete
113076,105473.0,Wood
113129,105475.0,Vinyl
113171,105479.0,PVC
113260,105485.0,Thermoplastic
113283,105487.0,Aluminum
113328,105491.0,PVC
113367,105493.0,Vitreous China
113388,105494.0,Concrete
113423,105496.0,Wood
113514,105506.0,Aluminum
113629,105515.0,Steel
113728,105529.0,Metal
113747,105534.0,Metal
113767,105535.0,PVC
113783,105536.0,Galvanized Steel
113798,105544.0,Cast Metal
113853,105552.0,PVC
113875,105554.0,Plastic
113915,105555.0,Aluminum
113945,105557.0,Zinc Coated
113946,105557.0,Galvanized Steel
114021,105566.0,Brass
114054,105570.0,Plastic
114085,105573.0,Vinyl
114142,105582.0,Steel
114239,105585.0,Metal
114253,105587.0,Plastic
114288,105594.0,Vinyl
114329,105596.0,Metal
114383,105604.0,Composite
114421,105609.0,Aluminum
114478,105613.0,Fiberglass
114578,105622.0,Zinc
114598,105623.0,Composite
114693,105627.0,Tinsel over wire frame
114768,105630.0,Vinyl
114835,105633.0,Vitreous China
114854,105634.0,Zinc Coated
114855,105634.0,Galvanized Steel
114869,105635.0,Metal
114898,105636.0,Vinyl
114958,105640.0,Metal
115017,105642.0,Steel
115146,105652.0,Metal
115481,105680.0,Composite
115573,105684.0,Stainless Steel
115632,105687.0,Vinyl
115668,105689.0,Other
115704,105692.0,Stainless steel
115725,105693.0,Nickle-plated chrome
115735,105694.0,Metal
115793,105702.0,Metal
115928,105715.0,Malleable Iron
116089,105729.0,Aluminum
116239,105736.0,Steel
116411,105751.0,Plastic
116469,105759.0,Steel
116495,105762.0,Other
116528,105763.0,Fabric
116549,105764.0,Brass
116603,105767.0,Brass
116621,105768.0,Steel
116646,105771.0,Metal
116774,105777.0,Fiberglass
116837,105786.0,Metal
116878,105789.0,Medium Density Fiberboard (MDF)
116892,105792.0,Brass
117007,105797.0,Fabric
117081,105802.0,Metal
117102,105803.0,Tinsel with wire frame
117127,105804.0,Solid Brass
117195,105806.0,Copper
117266,105809.0,Rubber
117397,105818.0,Steel
117436,105820.0,Thermoplastic
117509,105824.0,Metal
117531,105825.0,Metal
117581,105834.0,PVC
117671,105840.0,Nylon
117740,105845.0,Vinyl
117791,105847.0,Steel
117912,105852.0,Brass
118226,105876.0,Steel
118380,105885.0,Plastic
118418,105887.0,Zinc
118419,105887.0,Brass and Zinc
118458,105890.0,Metal
118476,105891.0,Plastic
118498,105892.0,Vinyl
118770,105902.0,Steel
118782,105906.0,Steel
118914,105922.0,Acrylic
118959,105938.0,Vitreous China
118977,105939.0,Plastic
119056,105947.0,Wood
119101,105951.0,Aluminum
119115,105953.0,Steel
119136,105956.0,Steel
119157,105960.0,Steel
119246,105967.0,PVC
119334,105975.0,Metal
119436,105983.0,Wood
119444,105985.0,Brass
119606,105997.0,Plastic
119697,106006.0,Acrylic
119773,106010.0,Solid Brass
119812,106018.0,Steel
119963,106030.0,Wood
119983,106032.0,Steel
120015,106035.0,Stainless Steel
120092,106038.0,Steel
120137,106041.0,Steel
120154,106044.0,Stainless Steel
120171,106046.0,Plastic
120213,106049.0,PVC
120310,106053.0,Steel
120452,106065.0,Aluminum
120499,106067.0,Wire
120523,106069.0,Brass
120543,106070.0,Metal
120681,106087.0,Laminate
120708,106088.0,Acrylic
120812,106093.0,Steel
120827,106095.0,PVC
120919,106103.0,Metal
120952,106107.0,Vinyl
120989,106108.0,Composite
121022,106110.0,Metal
121092,106114.0,PVC
121124,106122.0,Stainless Steel
121173,106127.0,Acrylic
121212,106134.0,Plastic
121396,106142.0,Galvanized Steel
121468,106146.0,Acrylic
121486,106148.0,Vinyl
121563,106154.0,Vinyl
121745,106160.0,Brass
121817,106163.0,Vinyl
121862,106166.0,PVC
121969,106176.0,Wood
122084,106184.0,Cast Metal
122099,106185.0,Wood
122119,106186.0,Plastic
122186,106190.0,Galvanized Steel
122199,106191.0,Steel
122238,106194.0,Wood
122255,106196.0,Steel
122296,106200.0,Steel
122323,106201.0,Vitreous China
122343,106202.0,Steel
122374,106209.0,Metal and Plastic
122543,106222.0,Plastic
122641,106231.0,Various
122799,106241.0,Composite
122993,106256.0,Plastic
123007,106259.0,Steel
123055,106261.0,Wood
123142,106266.0,Nylon
123187,106268.0,Metal
123200,106269.0,Plastic
123258,106271.0,Aluminum
123283,106273.0,Steel
123730,106298.0,Plastic
123807,106305.0,Vinyl
123893,106310.0,Fiberglass
123937,106312.0,Metal
123967,106315.0,Composite
124054,106320.0,PVC
124068,106324.0,Metal
124134,106329.0,Plastic
124158,106330.0,Steel
124193,106331.0,Metal
124213,106332.0,Steel
124229,106337.0,Plastic
124260,106343.0,Vinyl
124277,106344.0,Steel
124399,106348.0,Wood
124439,106356.0,Steel
